time,open,high,low,close
1772118000,625.43,626.08,618.68,623.2
1772121600,623.2,624.72,614.2,614.73
1772125200,614.73,619.09,614.42,616.69
1772128800,616.69,620.91,614.31,620.05
1772132400,620.05,625.38,619.85,624.56
1772136000,624.57,626.31,621.29,621.99
1772139600,621.99,624.07,620.89,623.58
1772143200,623.57,626.27,623.19,626.14
1772146800,626.14,626.9,624.35,625.74
1772150400,625.74,626.3,623.29,625.22
1772154000,625.22,626.27,622.5,625.75
1772157600,625.76,630.27,625.51,629.63
1772161200,629.63,630,627.85,629.17
1772164800,629.17,633.43,628.8,631.71
1772168400,631.72,633.65,629.92,631.73
1772172000,631.72,631.75,628.28,628.7
1772175600,628.7,628.75,624.94,627.06
1772179200,627.06,629.28,626.34,628.35
1772182800,628.35,630,624.06,624.33
1772186400,624.32,624.8,616.34,616.74
1772190000,616.73,619.28,613.22,614.85
1772193600,614.86,616.85,613.28,614.62
1772197200,614.62,616.42,609.67,614.24
1772200800,614.24,615.5,610.68,611.65
1772204400,611.64,615.48,610.56,614.4
1772208000,614.41,614.73,610,610
1772211600,610.01,612.42,606.68,612.28
1772215200,612.28,612.9,609.84,610.17
1772218800,610.16,610.42,607.67,609.8
1772222400,609.8,611.81,609.59,611.09
1772226000,611.09,612.88,609.91,611.13
1772229600,611.13,611.91,605.25,611.82
1772233200,611.82,614.27,611.75,614.03
1772236800,614.03,615.3,612.27,614.49
1772240400,614.49,614.9,612.12,612.5
1772244000,612.51,615.23,612.2,615.08
1772247600,615.08,615.6,613.25,614.94
1772251200,614.95,615.44,610.64,612.53
1772254800,612.53,613.33,610.26,611.18
1772258400,611.17,611.17,590.88,592.66
1772262000,592.66,601.46,590.75,597.5
1772265600,597.49,597.49,590.6,591.42
1772269200,591.42,594.74,589.3,591.62
1772272800,591.63,595.08,588.64,594.46
1772276400,594.45,598.57,594.15,594.56
1772280000,594.57,598.3,594.12,597
1772283600,597,603.75,595.15,603.2
1772287200,603.2,605.75,599.45,600.55
1772290800,600.55,604.75,598.36,603.99
1772294400,604,605.17,602.15,603.75
1772298000,603.74,606.2,600.95,605.75
1772301600,605.74,613.52,604.42,611.88
1772305200,611.87,614.77,608.3,613.2
1772308800,613.2,619.72,611.98,618.15
1772312400,618.15,618.4,613.99,616.19
1772316000,616.19,621.49,615.97,617.92
1772319600,617.91,618.28,615.3,617.14
1772323200,617.14,618.2,615.43,617.96
1772326800,617.97,628.1,614.52,625.07
1772330400,625.08,631.6,624.97,629.81
1772334000,629.82,632.16,627.8,628.53
1772337600,628.54,631.31,625.74,629.74
1772341200,629.74,631.01,627.66,627.75
1772344800,627.76,628.14,623,625.11
1772348400,625.12,626,623.35,625.35
1772352000,625.36,626.42,619.13,620.15
1772355600,620.15,623.35,618.71,620.02
1772359200,620.02,623.46,618.99,623.14
1772362800,623.15,624.43,622.46,622.81
1772366400,622.8,623.28,620.51,620.52
1772370000,620.52,628.81,619.74,625.92
1772373600,625.93,629.51,625.68,627.84
1772377200,627.84,629.8,626.3,626.6
1772380800,626.6,629.6,619.95,622.96
1772384400,622.97,623.79,617.39,619.51
1772388000,619.51,625.4,619.31,622.99
1772391600,622.99,623.32,618.65,619.77
1772395200,619.77,620.57,611.37,612.53
1772398800,612.52,617.5,611.83,611.93
1772402400,611.93,618.92,610.89,615.32
1772406000,615.31,621.03,614.5,617.96
1772409600,617.96,622.37,614.43,619.89
1772413200,619.89,624.3,618.55,621.68
1772416800,621.69,624.95,617.37,622.19
1772420400,622.2,625.66,620.65,624.41
1772424000,624.42,624.85,622.15,623.25
1772427600,623.26,625.79,621.31,623.55
1772431200,623.55,623.67,616.59,617.25
1772434800,617.26,617.53,613.02,616.67
1772438400,616.67,619.36,612.96,618.57
1772442000,618.57,622.15,617.96,618.92
1772445600,618.91,621.02,617.42,621.01
1772449200,621.01,623.05,618.69,622.13
1772452800,622.14,623.08,619.75,622.01
1772456400,622,624.5,619.6,620.3
1772460000,620.3,634.95,618.81,633.97
1772463600,633.96,649.7,633.73,646.25
1772467200,646.25,652.87,645.63,649.13
1772470800,649.13,650,640.84,644.44
1772474400,644.44,644.59,638.79,639.78
1772478000,639.78,639.99,635.84,636.48
1772481600,636.48,637.46,632.43,634.72
1772485200,634.72,636.25,632.74,635.67
1772488800,635.67,640.8,635.67,639.84
1772492400,639.85,640.47,636.42,637.79
1772496000,637.79,641.43,636.69,640.68
1772499600,640.67,643.29,635.7,635.73
1772503200,635.73,637.89,633.46,635.71
1772506800,635.71,636.22,634,635.63
1772510400,635.63,637.36,634,634.34
1772514000,634.34,638.47,628.94,632.18
1772517600,632.19,633.9,630.36,633.33
1772521200,633.33,635.89,632.78,633.32
1772524800,633.32,634.14,622.56,623.9
1772528400,623.9,626.93,621,622.58
1772532000,622.58,626.74,621.5,625.65
1772535600,625.66,627.54,624.67,626.53
1772539200,626.52,631.89,626.03,627.52
1772542800,627.52,627.86,623.44,624.56
1772546400,624.56,629.15,621,623.64
1772550000,623.64,630.73,622.39,630.57
1772553600,630.56,638.92,628.56,634.56
1772557200,634.61,635.08,629.38,633.85
1772560800,633.85,638.01,631.73,634.52
1772564400,634.54,635.34,631.53,633.04
1772568000,633.04,633.73,630.37,631.66
1772571600,631.66,631.66,628.43,630.07
1772575200,630.06,634.52,630.06,634
1772578800,633.99,636.92,632.78,633.56
