time,open,high,low,close
1769688000,87846.5,88182.29,87008,87014.4
1769698800,87014.4,87039.51,84012.78,84261.66
1769709600,84261.66,84630.55,83383.33,84216.91
1769720400,84216.91,84737.69,84200,84650.16
1769731200,84650.16,84735.75,81118,82164.88
1769742000,82164.88,83332.2,82036.35,82914.19
1769752800,82914.2,83100,82056.08,82671.7
1769763600,82671.7,83314.85,82160,83151.36
1769774400,83151.36,83797.99,82421.64,83098
1769785200,83098,83616.46,82382.01,82943.23
1769796000,82943.23,84621.16,81871.37,83906.34
1769806800,83906.34,84523.11,83790.44,84260.49
1769817600,84260.5,84270.02,83815.02,84130.01
1769828400,84130.01,84232,83903.7,84000.01
1769839200,84000.01,84050.51,82560.75,83074.07
1769850000,83074.08,83300,82851.97,83020
1769860800,83020,83140,80825.76,81479.99
1769871600,81480,82200,78159.9,78893.92
1769882400,78893.92,79143.64,75719.9,77999.03
1769893200,77999.02,79240,77372.69,78741.09
1769904000,78741.1,79424,78284,78900.01
1769914800,78900.01,79119.3,78527.13,78620.91
1769925600,78620.9,78863,77967.69,78604.02
1769936400,78604.02,79220.72,78148.1,78743.56
1769947200,78743.57,78768.68,77236.68,78211.12
1769958000,78211.12,78254.2,76761.98,77745.32
1769968800,77745.33,78443.1,76606,77103.04
1769979600,77103.04,77779.63,75700,76968.21
1769990400,76968.22,78231.26,76449.84,76491.17
1770001200,76491.18,76621.28,74604,75502.1
1770012000,75502.1,77191.15,74957.51,76881.28
1770022800,76881.28,77970.62,76652,77759.99
1770033600,77760,78885,77626.44,77844.79
1770044400,77844.78,79360,77564.62,78988.64
1770055200,78988.65,78988.65,77888,78008.59
1770066000,78008.59,78962.78,77922,78738.61
1770076800,78738.6,79186.81,77800,77808.01
1770087600,77808.02,78999.99,77644.09,78240.45
1770098400,78240.45,79084.29,77950,78747.96
1770109200,78747.96,78841.35,77950,78079.5
1770120000,78079.5,78458.89,77156.24,77201.22
1770130800,77201.21,78196.83,74882.28,74915.79
1770141600,74915.79,76721.25,72945.5,76475.52
1770152400,76475.53,76960,75406.79,75770.21
1770163200,75770.21,76798.12,75467.22,75963.35
1770174000,75963.35,76971.52,75906.05,76279.99
1770184800,76280,76780,76068.69,76587.26
1770195600,76587.26,76607.69,75666,76017.25
1770206400,76017.25,76260.85,74256,74359.53
1770217200,74359.53,75328.28,72169,72576.08
1770228000,72576.08,74144,72273.68,73516.3
1770238800,73516.3,73680,71888,73165.83
1770249600,73165.84,73341.18,71305.55,71454.44
1770260400,71454.44,71884.47,70140,70732.72
1770271200,70732.73,71622.82,70434.05,71054.99
1770282000,71054.99,71978.58,69922,70318.35
1770292800,70318.35,70872.04,69163,69404.76
1770303600,69404.75,69616.29,66152,66181.69
1770314400,66181.68,66637.46,62345,63775.67
1770325200,63775.66,64908,62690.9,62909.86
1770336000,62909.87,66010,60000,64990.1
1770346800,64990.11,66826.5,63770.17,66408.11
1770357600,66408.11,66800,64500,64895.05
1770368400,64895.04,66755.13,64764.7,66631.32
1770379200,66631.32,68647.45,66114.49,68194.89
1770390000,68194.9,71500,67772,70753.53
1770400800,70753.53,70996.77,69340.91,70000.13
1770411600,70000.14,71751.33,69837.35,70580.26
1770422400,70580.26,70680.54,69718,70361.37
1770433200,70361.36,71690.07,69800,70161.5
1770444000,70161.51,70310,67300,68495.01
1770454800,68495.01,68763.28,67582.48,67972.65
1770465600,67972.65,69999.99,67901.89,68645.99
1770476400,68646,69898,68531.5,69188.81
1770487200,69188.81,69728.83,69009.09,69631.18
1770498000,69631.18,69727.86,68787.34,69289.38
1770508800,69289.37,69696.57,68888,69370.7
1770519600,69370.69,69443.9,68952.01,69220.52
1770530400,69220.53,70796.99,69090,70665.59
1770541200,70665.59,71220,69890.52,70999.98
1770552000,70999.99,71554.95,70707.39,71262.19
1770562800,71262.18,71465.93,70251.33,70785.99
1770573600,70786,71538.05,70700.03,70835.17
1770584400,70835.17,72271.41,70000,70330.38
1770595200,70330.38,71000,70068.18,70629.99
1770606000,70629.99,71453.53,70614.07,71044.51
1770616800,71044.51,71044.52,69393.97,69873.99
1770627600,69873.45,70116,68420.58,68928.72
1770638400,68928.71,69755.59,68308,69272
1770649200,69271.99,71000,68780,70612.29
1770660000,70612.29,71126,70088.88,70738.71
1770670800,70738.71,70807.75,69823.52,70138
