time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot
1758686400,111683.1,112779.37,111042.66,112583.54,112264.72998231258,113893.6008333338,114263.20766666644,114044.19099028743,112772.12744444447,114310.76398485545
1758700800,112583.54,113162.17,112405.62,113029.46,112519.6399882084,113774.24250000046,114151.03233333309,113845.72013085356,112782.20794444447,114282.29056296978
1758715200,113029.45,113890,112808,113346.41,112795.22999213893,113664.2308333338,114066.44499999976,113665.60697982577,112788.57333333335,114261.49321712602
1758729600,113346.4,113940,113163.21,113420.01,113003.4899947593,113569.14791666712,114009.60799999976,113503.36967781612,112803.5948888889,114242.79359007877
1758744000,113420,113647.58,113204.71,113307,113104.65999650619,113470.0383333338,113932.0953333331,113357.30938513919,112821.345,114221.9981769659
1758758400,113307.01,113510.23,112214.74,112546.21,112918.5099976708,113339.90500000045,113835.46899999976,113216.91681216285,112836.15972222222,114184.75843969999
1758772800,112546.22,112614.43,111450.42,111766.72,112534.5799984472,113171.18625000045,113695.40766666643,113072.48237086114,112844.29038888891,114131.0242521511
1758787200,111766.73,112246.46,111283.63,111348,112139.05333229814,112993.87583333378,113543.8723333331,112918.42365888413,112852.46527777778,114069.17926876996
1758801600,111347.99,111729.52,110629.99,111580.77,111952.95888819876,112829.25750000043,113397.0083333331,112759.20143526039,112863.10105555557,114013.88128501951
1758816000,111580.77,111672.58,108631.51,109360,111088.63925879917,112574.2554166671,113185.6083333331,112566.8098595837,112853.34533333333,113910.46170090797
1758830400,109360,109685.72,108765,108994.49,110390.58950586611,112314.34708333376,112962.57033333312,112342.36817779431,112837.9635,113801.21788533224
1758844800,108994.49,109798.84,108809.24,109580.01,110120.39633724408,112103.10208333377,112759.59033333311,112100.4924164853,112827.75161111113,113707.4132656582
1758859200,109580,109625.94,108913,109320.02,109853.60422482938,111969.77000000044,112543.05866666645,111844.24977595865,112819.94516666669,113609.91563753245
1758873600,109320.02,109690.98,108620.07,109133.5,109613.56948321959,111813.79208333377,112327.39366666644,111578.02142047859,112807.78644444446,113510.43973447618
1758888000,109133.5,109779.73,108764.76,109027.78,109418.3063221464,111655.97041666711,112110.59933333311,111307.11512529121,112791.27411111112,113410.82507371005
1758902400,109027.79,110300,109027.78,109172.2,109336.27088143093,111533.02458333377,111900.33766666644,111038.95504871377,112775.11583333334,113316.63340540539
1758916800,109172.21,109687.69,109087.57,109643.46,109438.66725428728,111407.71083333378,111714.04333333312,110783.62714216344,112766.12388888889,113235.00732972972
1758931200,109643.46,109743.91,109324.42,109553.77,109477.03483619152,111291.61833333377,111544.17266666643,110542.09094867189,112752.53366666666,113153.20205573572
1758945600,109553.77,109742.27,109332.02,109411.2,109455.08989079435,111138.32958333376,111440.5463333331,110314.88702343965,112731.96194444444,113070.04645449716
1758960000,109411.19,109477.69,109064.4,109310.21,109406.7965938629,110985.58875000045,111321.65433333309,110099.85964535044,112711.96766666666,112986.49453328612
1758974400,109310.22,109477.59,109193,109402.24,109405.27772924193,110840.59083333377,111207.87899999977,109897.31249728371,112693.76605555556,112906.84443254645
1758988800,109402.25,109440,109243.89,109424.2,109411.58515282796,110747.62875000044,111117.92233333312,109707.31606956992,112680.00405555556,112829.45233404543
1759003200,109424.21,109699.98,109362.72,109635.85,109486.3401018853,110649.17250000044,111017.41766666644,109532.20907213342,112663.72044444444,112758.48339328886
1759017600,109635.85,109787.75,109325.05,109436,109469.56006792354,110555.54375000043,110920.61799999978,109368.41810749526,112651.11916666666,112684.65042899354
1759032000,109436,109537.8,109260,109513.06,109484.06004528236,110427.60708333376,110801.38233333312,109216.29165691636,112648.30627777777,112614.17064168256
1759046400,109513.06,109585.39,109250,109369.02,109445.71336352157,110275.08875000042,110681.14999999978,109073.3422886447,112644.25188888887,112542.05618297849
1759060800,109369.02,110037.93,109189.99,110037.93,109643.11890901437,110137.23541666708,110586.34133333311,108948.64069335176,112653.428,112486.40893446785
1759075200,110037.92,110393.63,110008.54,110337.6,109874.61260600958,110008.80166666709,110542.41833333312,108845.1643752072,112665.23683333333,112438.657624813
1759089600,110337.61,112350,110294.78,112163.95,110637.72507067306,109961.17458333376,110547.92333333312,108785.07710482561,112686.2732222222,112432.55301092828
1759104000,112163.96,112310,111588.07,111857.51,111044.32004711537,109932.47875000042,110553.73733333312,108759.34679402359,112705.28049999996,112419.77427735209
1759118400,111857.51,111904.34,111560.65,111865.95,111318.1966980769,109936.61333333375,110529.81766666645,108763.80990998566,112723.84544444442,112407.46707118872
1759132800,111865.96,112421.99,111865.95,112100,111578.79779871793,109967.94666666708,110498.83566666646,108797.3169232397,112742.84538888888,112400.63446960675
1759147200,112100,114231.56,111901.26,113815.57,112324.38853247862,110061.06333333375,110514.47433333313,108877.87317559884,112770.32088888888,112432.07748139327
1759161600,113815.57,114390.93,113449.74,114265.55,112971.44235498575,110265.4612500004,110542.6589999998,109003.61413223621,112800.52766666665,112472.82131514007
1759176000,114265.56,114400,114020,114311.96,113418.2815699905,110487.02250000041,110576.15766666646,109166.11467460847,112831.05894444443,112513.6910636925
1759190400,114311.97,114792,114040.35,114376.39,113737.65104666034,110686.8716666671,110637.16366666647,109357.36322941964,112859.68422222222,112555.0843733882
1759204800,114376.39,114376.4,113585,113699.23,113724.84403110688,110869.33875000042,110701.58066666646,109560.83162457809,112887.41183333333,112580.50983175737
1759219200,113699.24,113741.37,112656.27,113055.01,113501.56602073793,111032.73500000041,110758.48099999981,109762.05715070224,112913.32988888888,112591.05427994054
1759233600,113055,113677.23,112866.11,113106.16,113369.76401382529,111202.6675000004,110809.32733333315,109959.92366692267,112937.14916666666,112602.50107371964
1759248000,113106.15,114563.46,112800,114359.99,113699.8393425502,111418.82541666708,110975.99366666647,110168.45758874321,112967.31577777778,112641.55638319254
1759262400,114359.99,114754.87,113765.42,114048.93,113816.20289503346,111602.38666666708,111144.4749999998,110379.57341193041,112999.55233333333,112672.83135245492
1759276800,114048.94,114551.76,113966.67,114176.92,113936.44193002231,111795.01791666709,111297.70533333313,110591.93086910748,113035.75738888887,112706.25554462257
1759291200,114176.93,114740,114151,114539.02,114137.30128668154,112008.67708333374,111471.67199999979,110809.61472434275,113064.12422222222,112746.98364363096
1759305600,114539.02,116795.85,114484.43,116789.58,115021.39419112103,112320.31750000041,111726.87466666644,111060.84597156424,113108.60588888888,112836.81911821694
1759320000,116789.57,117649.99,116363.38,117423.73,115822.17279408069,112654.54625000042,112006.73966666644,111349.10487074728,113156.60255555554,112938.75047114545
1759334400,117423.73,118199,116724.56,117439.53,116361.29186272046,112988.51833333376,112282.3173333331,111668.77758974361,113202.27972222223,113038.76779400889
1759348800,117439.53,118649.1,117163.25,118594.99,117105.8579084803,113361.81583333375,112580.70166666643,112028.52480173181,113254.26622222221,113162.23939858648
1759363200,118594.99,119456.92,118368.05,118733.99,117648.56860565353,113749.23208333376,112886.70899999976,112421.10757972785,113300.9985,113286.0560786179
1759377600,118733.99,118930.29,118279.31,118489.76,117928.96573710235,114123.2612500004,113189.32766666642,112834.47663380935,113346.86427777779,113401.69394353751
1759392000,118489.76,118926.49,118354.61,118765.73,118207.88715806823,114514.79083333375,113504.51166666641,113265.7546933777,113397.04422222223,113520.89474479225
1759406400,118765.72,119910.79,118516.39,119910.78,118775.51810537883,114926.15958333376,113854.79633333308,113722.56928233916,113447.49761111112,113662.89219490798
1759420800,119910.78,121022.07,119359.63,120836.49,119462.50873691922,115363.61333333375,114235.20599999974,114207.73457681279,113503.22255555556,113822.30547946559
1759435200,120836.49,120914,120072.46,120529.35,119818.12249127949,115712.1716666671,114598.32266666641,114706.85888833205,113554.83000000002,113971.35091325523
1759449600,120529.35,120550.9,119820,120225.89,119954.04499418632,116060.8541666671,114957.98566666641,115209.42505039844,113605.7848888889,114110.34067073843
1759464000,120225.88,120324.53,119610.59,119640.21,119849.43332945755,116384.78166666708,115295.5573333331,115702.91369402535,113653.23116666666,114233.22665583313
1759478400,119640.22,120515.89,119248.3,120334.5,120011.12221963836,116727.88583333376,115661.07333333309,116191.79036766174,113702.65744444444,114368.81050792572
1759492800,120334.51,122366,119881.24,122258.05,120760.09814642557,117079.65583333375,116068.41066666643,116697.0095900385,113758.40916666666,114544.12694108291
1759507200,122258.04,123894.99,121466.25,122660.99,121393.72876428372,117429.46583333374,116479.1903333331,117216.97910080278,113816.56055555555,114724.50167572552
1759521600,122661,122734.92,121999.33,122232,121673.15250952248,117759.46750000042,116814.79199999975,117738.43113647019,113875.03994444443,114891.3349718205
1759536000,122232.21,122325.6,121684.97,122243.99,121863.43167301499,118087.28416666709,117161.00799999975,118255.2719734966,113936.67894444444,115054.72730578003
1759550400,122243.99,122800,122219.3,122324.08,122016.98111534333,118446.65291666707,117509.61233333309,118764.20245409918,114002.57183333335,115216.2684767627
1759564800,122324.08,122539.83,121962.81,121973.26,122002.40741022889,118818.24666666707,117838.72099999976,119257.82116421933,114064.58994444447,115366.42384394575
1759579200,121973.26,122509.52,121698.88,121791.31,121932.04160681926,119180.12791666709,118104.57899999975,119731.48413467348,114132.81772222224,115509.19909185807
1759593600,121791.31,121964.95,121510,121959.25,121941.11107121284,119496.7637500004,118361.03566666643,120185.09779366851,114200.3691666667,115652.53355648344
1759608000,121959.25,122410,121871.01,122391,122091.07404747522,119844.3500000004,118630.33699999977,120620.97058276794,114265.14766666667,115802.27725522824
1759622400,122390.99,124362.28,122136,123776.22,122652.78936498349,120244.32083333375,118943.66466666642,121054.04563346604,114334.39461111114,115979.47598288982
1759636800,123776.23,125708.42,123734,124713.63,123339.73624332233,120668.26291666708,119310.81133333308,121493.8566517834,114399.72411111114,116173.56829438117
1759651200,124713.63,124838.37,122520.24,123464.64,123381.37082888155,120946.39041666705,119657.79899999975,121920.47118617615,114461.4498888889,116335.59211006158
1759665600,123464.64,123464.65,122675,122803.17,123188.63721925436,121170.53375000041,119981.03266666642,122323.34769814725,114528.5962777778,116479.31606317131
1759680000,122803.17,123464,122301.63,122591.79,122989.68814616957,121385.2112500004,120255.42599999974,122698.92618117535,114589.58100000003,116615.14881732306
1759694400,122591.8,123548.83,122473.62,123482.31,123153.89543077971,121588.84958333372,120569.87199999974,123058.50058906524,114660.81611111114,116767.75239916032
1759708800,123482.32,124358.46,123084,123839.09,123382.2936205198,121801.56208333372,120891.94433333309,123404.2694105525,114731.68761111118,116924.89323473453
1759723200,123839.09,124165.56,123280.49,123390.47,123385.01908034654,122005.75833333371,121186.99266666643,123727.38988536505,114801.4924444445,117068.57271840709
1759737600,123390.47,124531.66,123390.46,124215,123661.6793868977,122232.81125000038,121434.5066666664,124036.77001316556,114876.12566666673,117227.3822135536
1759752000,124215,125408.29,124178,125000,124107.7862579318,122444.86208333372,121687.04899999975,124340.69239873531,114957.32483333339,117400.10705325242
1759766400,125000,126199.63,124800,125410.81,124542.12750528786,122635.45875000038,121952.7583333331,124643.00924529144,115042.7270555556,117578.12267429125
1759780800,125410.8,125534,124511.15,124658.54,124580.9316701919,122807.50833333371,122154.87666666643,124933.02613398687,115123.11911111115,117735.46528152922
1759795200,124658.54,125082.27,124101.26,124329.74,124497.20111346127,122978.50208333372,122341.40166666644,125205.10988530375,115199.23350000005,117882.00471971747
1759809600,124329.74,124654.47,123567.6,123667.99,124220.79740897418,123146.32625000039,122514.0093333331,125449.55790101516,115270.98111111118,118010.58217039042
1759824000,123668,124509.6,123322.9,124453.38,124298.32493931612,123317.94625000039,122703.59766666642,125676.48780736493,115344.09916666671,118153.75545549285
1759838400,124453.37,125126,121172.89,121846.01,123480.88662621075,123300.77791666705,122768.1053333331,125851.63209798446,115402.52150000006,118235.8055564819
1759852800,121846.01,122084.14,120574.94,121637.17,122866.31441747383,123258.11875000039,122794.79466666644,125976.8911449405,115460.17250000007,118311.39143300452
1759867200,121637.18,122292.62,121258.08,121332.95,122355.19294498255,123220.65833333373,122821.58133333309,126052.14563251993,115516.81477777782,118378.53717893775
1759881600,121332.96,122229.66,121200,121374.75,122028.37862998836,123184.4400000004,122859.87666666642,126083.00067422626,115574.16277777782,118445.11968607246
1759896000,121374.76,121910.24,121066.14,121597.06,121884.60575332558,123154.14750000041,122925.10499999973,126078.3388326143,115631.47761111117,118515.16280415973
1759910400,121597.05,123200,121524.01,122884.14,122217.78383555039,123192.10083333374,123010.09299999973,126061.31822585099,115691.65377777781,118612.25118628952
1759924800,122884.14,123350,121649.68,122189.72,122208.42922370027,123208.7012500004,123007.81533333307,126025.58889698643,115744.75361111117,118691.75049326087
1759939200,122189.72,124197.25,122110.08,123450,122622.2861491335,123270.81583333375,123034.11566666639,125990.85753170177,115807.82411111116,118797.48937118839
1759953600,123450.01,123737,122794.4,123306,122850.190766089,123308.94083333375,123069.91566666639,125955.47482609285,115870.27283333337,118897.67849627309
1759968000,123306.01,123348.32,121475.98,122038.01,122579.46384405933,123236.51541666705,123063.0496666664,125905.40345793677,115927.66177777783,118967.46364080034
1759982400,122038.01,122264,121724.71,121906.1,122355.00922937288,123119.5350000004,123049.11699999972,125839.97065491907,115977.18950000004,119032.76667100476
1759996800,121906.09,122833.02,121145.49,122737.57,122482.52948624859,123089.24041666707,123074.59399999974,125770.78922356827,116034.43383333336,119115.09563387133
1760011200,122737.56,123762.94,120673.99,121147.14,122037.39965749906,123020.23916666709,123053.1216666664,125676.35380454778,116091.46927777781,119160.25217534084
1760025600,121147.15,121481.9,119651.47,120951.72,121675.50643833271,122951.90291666707,123019.53733333306,125556.03713071789,116145.08144444447,119200.06257144436
1760040000,120951.72,121900,120838,121662.4,121671.13762555514,122876.07333333376,122995.2506666664,125421.313779486,116201.28150000003,119254.78118096782
1760054400,121662.41,121874.13,120900,121026.01,121456.09508370343,122758.86166666709,122903.57699999974,125266.65698015373,116253.94888888892,119294.14182139076
1760068800,121026,121754.34,120855.41,120932.05,121281.41338913562,122656.42750000041,122777.52433333307,125093.9533975875,116300.49555555558,119330.53978091541
1760083200,120932.05,121777.07,120916.44,121554.55,121372.45892609042,122545.57541666708,122713.8546666664,124916.49192980482,116351.9097777778,119379.96223022841
1760097600,121554.55,122550,118500,119018.98,120587.96595072694,122296.36625000041,122587.71499999975,124704.74063779913,116380.60416666667,119371.94040289002
1760112000,119018.99,119456.28,115952.47,116661.5,119279.14396715129,121931.81166666707,122390.03866666641,124433.80994706161,116397.75405555556,119311.70839393692
1760126400,116661.5,117214.64,102000,112774.5,117110.9293114342,121436.64333333373,122033.11166666639,124062.59068311889,116391.16794444445,119166.43709629387
1760140800,112774.49,113322.39,111019.43,112300.01,115507.28954095613,120935.40458333374,121648.47566666639,123602.42475422718,116379.5012777778,119013.84982748733
1760155200,112300,112991.16,110090.29,110384.61,113799.72969397076,120381.93041666708,121214.94699999972,123044.7217058791,116358.95144444445,118822.08894243205
1760169600,110384.6,112359.67,110162.23,112280,113293.15312931384,119874.7062500004,120817.1136666664,122433.21002136932,116349.39594444446,118676.70918815579
1760184000,112280.01,112500,111793.2,111793.2,112793.16875287589,119455.83916666708,120376.88699999971,121777.55485388215,116336.13422222223,118523.74231730789
1760198400,111793.21,112185.53,110865.82,111178.31,112254.88250191727,119020.05333333374,119902.47033333307,121085.19141746801,116318.1248888889,118360.51048803437
1760212800,111178.3,111368.29,109561.59,110644.4,111718.05500127818,118574.69708333373,119435.33233333308,120365.12537798776,116291.2455,118189.04136607806
1760227200,110644.4,111368.14,109565.06,110676,111370.70333418545,118128.91583333373,118980.2076666664,119634.95921519233,116266.14472222222,118022.08489127633
1760241600,110676,112125.51,110617.1,111525.2,111422.2022227903,117709.2550000004,118575.44799999973,118918.65663168352,116246.35861111112,117877.70967147019
1760256000,111525.19,112133.33,111139.87,111848.36,111564.25481519353,117249.43083333371,118155.2806666664,118228.10867552395,116229.33033333333,117743.7241232153
1760270400,111848.35,113745.84,111177.75,113198.2,112108.90321012902,116874.78416666704,117867.02033333307,117582.24017941757,116218.64711111112,117642.71247603274
1760284800,113198.2,114700,113198.2,114342.28,112853.36214008601,116495.2958333337,117623.85733333307,116994.62147423335,116205.92361111111,117569.36953212091
1760299200,114342.28,115770,114217.75,114958.8,113555.17476005734,116147.49583333371,117411.3856666664,116467.4915624356,116199.97572222224,117511.35687585155
1760313600,114958.81,115963.81,114619.45,114821.12,113977.1565067049,115846.79208333371,117192.93133333308,115994.49443225568,116193.66527777778,117451.57383416595
1760328000,114821.13,115554.83,114398.24,115399.67,114451.32767113659,115575.6908333337,116986.3516666664,115577.9287593165,116191.5595,117405.97597118448
1760342400,115399.66,115438.17,113616.5,114180,114360.88511409106,115219.12541666704,116696.21366666643,115194.81180506689,116181.59222222223,117334.28761626927
1760356800,114180,115530,113800.01,114312.1,114344.62340939404,114934.3320833337,116433.62633333309,114841.62995883283,116173.5001111111,117267.12789146327
1760371200,114312.09,115891.3,114215.79,115792.84,114827.36227292936,114719.37875000038,116178.38766666641,114532.37797434129,116173.47633333332,117234.36593831964
1760385600,115792.84,115868,115005.44,115166,114940.24151528624,114448.69541666703,115907.05433333309,114252.11234273447,116169.29694444445,117188.40225080142
1760400000,115166,115409.96,113279.76,113500,114460.16101019083,114135.11166666704,115622.45399999975,113974.30148223651,116157.18594444444,117106.43775633918
1760414400,113500,113691,111355.01,111724.41,113548.24400679389,113751.46000000038,115283.0643333331,113676.2868518271,116134.51383333333,116986.83713953164
1760428800,111724.41,112140,110012.24,111313.98,112803.48933786259,113324.76958333373,114902.27799999976,113358.09697474829,116109.61977777777,116860.77364754205
1760443200,111313.98,112943.82,109866,112900.43,112835.80289190839,113069.83000000038,114627.38766666643,113046.91562431856,116096.71099999998,116772.76601092999
1760457600,112900.44,113544.53,111692.31,112613.7,112761.76859460559,112901.17166666705,114349.45366666644,112742.17257243606,116079.92605555557,116680.34232179822
1760472000,112613.69,113577,112230.46,113028.14,112850.5590630704,112911.7400000004,114061.64499999977,112453.36446414563,116067.48233333333,116599.1822702027
1760486400,113028.13,113612.35,111825.93,112024.29,112575.13604204693,112900.25166666707,113761.58766666643,112169.2330711755,116048.47588888889,116497.51799753153
1760500800,112024.3,112680,111746.76,112584.5,112578.25736136462,112991.9137500004,113483.33599999976,111899.7565136274,116030.57522222222,116410.56204203081
1760515200,112584.49,113520.88,111693.26,111905.73,112354.08157424309,112976.31916666705,113161.70866666644,111639.92723217544,116012.99594444444,116310.45466331902
1760529600,111905.72,112238.41,110400,110798.01,111835.39104949539,112934.85291666705,112887.6763333331,111379.35438487139,115990.52433333333,116187.95589302304
1760544000,110798.01,111557.7,110164,111271.73,111647.50403299692,112938.74541666704,112708.01733333312,111127.7868580371,115968.10183333332,116078.70642873365
1760558400,111271.73,111556.27,110500,110763.28,111352.76268866462,112943.69875000037,112640.97666666644,110878.88744381562,115942.62166666666,115960.58584142847
1760572800,110763.28,111867.17,110361,111329.48,111345.00179244307,112970.9270833337,112608.62566666644,110641.27090526091,115920.52294444444,115857.67237828563
1760587200,111329.48,111773.7,110553.19,110584.2,111091.40119496205,112931.71875000036,112615.27866666643,110407.58193007852,115891.32405555554,115740.48410321261
1760601600,110584.21,111728.7,109635.15,111404.72,111195.84079664137,112913.23375000038,112586.10266666644,110192.23193770417,115869.75122222221,115644.1337898079
1760616000,111404.73,111982.45,108361.69,108549.21,110313.63053109424,112719.52583333371,112477.96966666644,109960.76550264082,115828.88083333331,115486.46881670106
1760630400,108549.21,109254,107577.57,108197.66,109608.3070207295,112463.50000000036,112378.61466666643,109714.38655981788,115781.08938888888,115324.49528744105
1760644800,108197.67,108500,107427,108194.28,109136.96468048633,112181.64500000038,112296.94399999976,109460.08517683993,115733.34116666667,115166.04605883126
1760659200,108194.27,109240,107934.4,109176.74,109150.22312032423,111946.46250000039,112246.96866666643,109216.79808866238,115693.3672777778,115032.950368635
1760673600,109176.74,109236.01,105542.09,105633.75,107978.06541354948,111539.54916666706,112050.58699999977,108940.50984345704,115629.3187777778,114824.07924933202
1760688000,105633.75,106651.22,103528.23,105683.72,107213.283609033,111185.5375000004,111845.09899999977,108640.81014273326,115570.57205555557,114620.96015490242
1760702400,105683.71,106852.14,104533.21,106803.53,107076.69907268866,110872.68041666706,111631.94333333311,108340.46859174791,115520.17322222222,114447.23948479349
1760716800,106803.52,107575.6,106071.42,106454.72,106869.37271512578,110483.59208333374,111369.02466666645,108041.57720023594,115469.07711111111,114269.62794068696
1760731200,106457.24,107440.02,106342.47,106431.68,106723.47514341718,110119.66208333372,111084.78733333312,107749.83663979992,115413.43316666665,114095.45131978279
1760745600,106431.68,107306.06,106322.2,107070.4,106839.11676227812,109851.76208333373,110826.42999999977,107481.01643061114,115355.03727777777,113939.33906823206
1760760000,107070.41,107499,106439.38,106665,106781.07784151875,109640.95333333372,110535.2743333331,107230.99965003392,115297.14277777777,113777.68708893802
1760774400,106665.01,107222,106605.93,107208.6,106923.58522767917,109469.8958333337,110302.89433333311,107007.42380088831,115242.39388888888,113631.70737585051
1760788800,107208.61,107300,106739.33,106948.75,106931.97348511945,109221.90916666704,110057.44933333312,106805.15515695233,115183.31161111112,113483.19721194272
1760803200,106948.75,107091.87,106484,107080.14,106981.36232341296,108991.34416666704,109767.0259999998,106626.14898509198,115125.7001111111,113340.90705167732
1760817600,107080.14,107339.03,106851.84,107185.01,107049.2448822753,108747.88041666705,109500.99299999978,106466.22138176046,115070.76388888889,113204.10933941783
1760832000,107185,107367.16,106734.17,107275.78,107124.75658818353,108550.02583333371,109293.51899999978,106322.17465685616,115016.86499999999,113072.36868743078
1760846400,107275.79,107290,106558.61,106786,107011.83772545568,108308.42166666705,109128.90533333312,106185.01102347506,114960.62072222223,112932.67160548788
1760860800,106786,108260.5,106103.36,107783.47,107269.04848363712,108136.66083333372,109011.22166666645,106065.61476985601,114912.78044444445,112818.2449031437
1760875200,107783.47,108621.68,107355.02,108486.7,107674.93232242475,108040.35625000038,108864.09733333312,105969.48610065768,114871.68416666666,112721.98834974052
1760889600,108486.71,109450.07,108240,108908.43,108086.09821494983,107941.88541666704,108740.58833333313,105898.68449170368,114837.14700000001,112637.24260863516
1760904000,108908.43,109370.99,108471.1,108642.78,108271.65880996655,107853.5312500004,108594.40966666646,105845.73957462441,114798.31588888889,112548.47677288772
1760918400,108642.77,110427.86,107402.52,110145.44,108896.25253997771,107804.19625000037,108531.78133333313,105827.84074255278,114768.87388888889,112495.07595571244
1760932800,110145.45,111445.67,109951.96,111169.92,109654.14169331847,107828.60125000037,108484.62866666644,105853.4695068335,114742.21477777777,112465.6280455855
1760947200,111169.91,111679.25,110608.27,111016.75,110108.3444622123,107812.4358333337,108454.99599999978,105914.6534675444,114715.11861111112,112433.4307556836
1760961600,111016.75,111705.56,110588.23,111144.55,110453.74630814153,107920.57500000036,108466.54733333312,106007.78983048256,114688.21783333334,112404.78896111285
1760976000,111144.55,111303.05,109855.83,110803.22,110570.23753876102,108029.14000000036,108450.93033333312,106123.09701016085,114661.00238888888,112369.19853975477
1760990400,110803.22,111272,110418.25,110532.09,110557.52169250735,108126.54875000037,108443.22399999978,106251.85867208628,114632.3716111111,112328.373905538
1761004800,110532.09,110532.09,109052.09,109059.22,110058.0877950049,108121.6520833337,108367.54866666647,106371.12041142434,114595.64833333333,112255.72604097048
1761019200,109059.23,109059.23,107473.72,108086.37,109400.84853000326,108223.8445833337,108284.28766666645,106468.05854631253,114552.7061111111,112163.07368450446
1761033600,108086.38,108811.47,107484.22,108580.01,109127.23568666884,108344.52333333371,108190.13066666645,106551.7202809176,114513.68699999998,112083.45004707103
1761048000,108580,113557.62,107922.06,113422.61,110559.02712444589,108620.31833333371,108352.57733333313,106685.91868129035,114501.97033333332,112113.20915713612
1761062400,113422.6,114000,111324.29,111780.39,110966.14808296392,108842.22125000037,108472.00166666646,106842.91712795502,114481.41666666664,112105.81317586642
1761076800,111780.4,111801.41,108045.81,108297.67,110076.65538864261,108919.97083333372,108475.4479999998,106974.87585127614,114442.89099999996,112021.18777195828
1761091200,108297.66,108678.21,107841.2,108216.02,109456.4435924284,108967.70500000037,108443.4239999998,107084.15522947864,114407.14727777775,111936.62848813698
1761105600,108216.03,108638.99,107610,108321.63,109078.17239495227,109036.73125000038,108533.01999999979,107176.56938864055,114383.8230555555,111856.2951884006
1761120000,108321.64,108358.76,106708.18,107555.05,108570.46492996818,109051.16666666705,108595.39766666645,107245.8191159668,114354.25683333329,111760.71196199169
1761134400,107555.04,109163.88,107443.01,108416.5,108519.14328664546,109112.32291666705,108649.16333333311,107307.89101338854,114329.81794444441,111686.39614061409
1761148800,108416.5,108796.42,107463.29,107870.35,108302.87885776364,109145.24833333371,108696.35099999978,107356.4998329222,114306.19266666663,111601.59511526709
1761163200,107870.35,108069.93,106666.69,107567.44,108057.73257184243,109161.18291666704,108734.20966666644,107388.37967923176,114277.95072222217,111511.9472238167
1761177600,107567.45,108720.39,107500,108377.96,108164.47504789496,109207.10708333371,108777.79499999977,107415.85960727172,114255.9394444444,111442.30306328744
1761192000,108377.96,110298.29,108350.36,109269.9,108532.95003192997,109310.60291666706,108864.62499999977,107457.53154104982,114234.71594444441,111394.02743965884
1761206400,109269.9,109903.83,109100.4,109253.89,108773.26335461998,109371.87041666707,108932.8013333331,107516.30689539379,114214.03761111107,111346.46882988862
1761220800,109253.88,110109.99,108685.72,109908.28,109151.60223641332,109431.10291666705,109031.45233333312,107598.45419296302,114197.51588888887,111314.50907811332
1761235200,109908.29,111293.61,109647.34,110200,109501.06815760888,109484.91833333373,109135.44766666644,107704.54767276224,114189.43094444442,111289.7422097108
1761249600,110200.01,110200.01,109341.28,110078.18,109693.43877173925,109544.72666666705,109231.88666666644,107829.189848518,114178.7608333333,111262.81860505058
1761264000,110078.19,110829.67,109983.93,110441.46,109942.77918115951,109557.06083333371,109337.4093333331,107972.87814221423,114171.86288888886,111244.566191605
1761278400,110441.46,111522.3,110332,111054.61,110313.38945410633,109552.25625000037,109479.69633333311,108139.0703871388,114163.36883333331,111240.34494290267
1761292800,111054.61,111482.99,110600,111066.29,110564.35630273755,109554.32041666703,109589.12366666643,108321.62369327979,114152.4623333333,111236.4770552826
1761307200,111066.29,112104.98,109700.01,110046.91,110391.87420182503,109508.58541666705,109641.13066666643,108500.80500167877,114134.13177777774,111210.04223183186
1761321600,110046.92,110945.39,109797.13,110615.07,110466.27280121669,109500.74583333371,109698.01866666644,108681.25456589574,114118.54877777775,111196.82062668006
1761336000,110615.07,111138.62,110478,111004.89,110645.8118674778,109520.44583333371,109776.75566666643,108864.34195187723,114105.75927777775,111192.55550164272
1761350400,111004.9,111226.67,110672.86,111029.99,110773.8712449852,109602.56125000038,109806.24066666645,109046.25298011601,114097.3358333333,111188.94293493955
1761364800,111029.99,111820.87,111029.99,111489.6,111012.44749665681,109744.36250000038,109816.89666666643,109230.46147235762,114095.79627777777,111195.624203052
1761379200,111489.59,111850.13,111375.81,111563.81,111196.2349977712,109868.6875000004,109835.13199999976,109415.13500028197,114096.9952222222,111203.80610965083
1761393600,111563.81,111943.19,111311.19,111385.18,111259.2166651808,109783.79458333371,109843.15299999977,109595.01992001322,114095.9086111111,111207.83664054747
1761408000,111385.18,111731.78,111164.39,111623.45,111380.6277767872,109777.25541666705,109870.49399999976,109771.75377043763,114108.48333333334,111217.07249297976
1761422400,111623.46,111683.64,111342.25,111646.27,111469.17518452479,109916.78041666705,109907.6333333331,109944.67601882112,114123.21544444443,111226.61021535798
1761436800,111646.27,111899.56,111260.45,111260.46,111399.60345634987,110043.63208333372,109981.00799999975,110108.25053111547,114132.55127777778,111227.36243279449
1761451200,111260.46,111724.96,111260.46,111723.98,111507.72897089992,110185.39666666706,110102.26166666644,110267.1269865855,114145.90661111112,111238.39837873238
1761465600,111723.98,113466.23,111708.63,113286.09,112100.51598059994,110424.1900000004,110259.13099999976,110440.46412317838,114168.97655555556,111283.90263698276
